rate	version	filenum	counter	word	position	score	performance	learning_rate	entropy_weight	memRate	lr_decay	dual_learning_rate	momentum	replicates	predictionLoss	reconstructionLoss
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	that 	5	0.89	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	that 	6	0.93	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	that 	7	0.89	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	that 	8	0.88	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	that 	9	0.88	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	that 	10	0.93	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	that 	11	0.82	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	that 	12	0.9	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	that 	13	0.84	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	that 	14	0.91	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	that 	15	0.92	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	that 	16	0.92	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	that 	17	0.91	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	that 	18	0.9	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	that 	19	0.89	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	that 	20	0.94	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	0	0.11	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	1	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	2	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	3	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	4	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	5	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	6	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	7	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	8	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	9	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	10	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	11	0.94	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	12	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	13	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	14	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	15	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	16	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	17	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	18	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	19	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	fact 	20	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	0	0.11	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	1	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	2	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	3	0.95	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	4	0.94	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	5	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	6	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	7	0.95	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	8	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	9	0.95	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	10	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	11	0.91	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	12	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	13	0.93	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	14	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	15	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	16	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	17	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	18	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	19	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	information 	20	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	0	0.11	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	1	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	2	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	3	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	4	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	5	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	6	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	7	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	8	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	9	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	10	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	11	0.94	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	12	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	13	0.95	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	14	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	15	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	16	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	17	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	18	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	19	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	report 	20	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	0	0.11	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	1	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	2	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	3	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	4	0.95	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	5	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	6	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	7	0.95	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	8	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	9	0.95	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	10	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	11	0.92	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	12	0.95	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	13	0.94	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	14	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	15	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	16	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	17	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	18	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	19	0.95	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	belief 	20	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	finding 	0	0.11	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	finding 	1	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	finding 	2	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	finding 	3	0.95	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	finding 	4	0.94	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	40	finding 	5	0.95	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
